[1, -599][DEBUG] 出怪种子: 0x4D8655B8
[1, -599][DEBUG] 阳光: 8000, 快, 0f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 白, 2312f, SL次数: 0 [14:53]
[1, -599][DEBUG] 阳光: 9865, 快, 2314f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9865, 慢, 2316f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9915, 快, 2318f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9865, 变, 2320f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 慢, 2322f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9765, 白, 2324f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9865, 慢, 2326f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9740, 快, 2328f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 变, 2330f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9740, 白, 2332f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9865, 白, 2334f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9815, 快, 2336f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 白, 2338f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9890, 白, 2340f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9865, 白, 2342f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9865, 快, 2344f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9865, 白, 2346f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9890, 变, 2348f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9740, 白, 2350f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9890, 慢, 2352f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 变, 2354f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 变, 2356f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9715, 变, 2358f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9790, 快, 2360f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 快, 2362f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 变, 2364f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9740, 白, 2366f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9890, 变, 2368f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9740, 白, 2370f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9890, 慢, 2372f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 快, 2374f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9890, 变, 2376f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9915, 白, 2378f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 变, 2380f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9840, 快, 2382f, SL次数: 0 [14:54]
[1, -599][DEBUG] 阳光: 9865, 白, 2384f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 白, 2386f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 变, 2388f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9740, 快, 2390f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9890, 快, 2392f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 快, 2394f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9890, 快, 2396f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 白, 2398f, SL次数: 0 [14:55]
[1, -599][DEBUG] N: [3-9 278 4-9 4] [慢 110 变 162 白 5 快 5]
总: [慢 256 变 291 白 306 快 347] 预计 16:44 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x6859610E
[1, -599][DEBUG] 阳光: 9865, 变, 2400f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 快, 2402f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 快, 2404f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 快, 2406f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 白, 2408f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 变, 2410f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 慢, 2412f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9915, 白, 2414f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 白, 2416f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9890, 白, 2418f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 白, 2420f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 白, 2422f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 变, 2424f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9915, 变, 2426f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9740, 变, 2428f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9790, 快, 2430f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9815, 快, 2432f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9890, 慢, 2434f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9740, 快, 2436f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 白, 2438f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 白, 2440f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 快, 2442f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 白, 2444f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9890, 白, 2446f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 白, 2448f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 慢, 2450f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 快, 2452f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9865, 变, 2454f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9890, 慢, 2456f, SL次数: 0 [14:55]
[1, -599][DEBUG] 阳光: 9840, 快, 2458f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 快, 2460f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 慢, 2462f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9915, 快, 2464f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 慢, 2466f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 快, 2468f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 变, 2470f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 变, 2472f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 快, 2474f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 慢, 2476f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9890, 白, 2478f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9890, 快, 2480f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 快, 2482f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 快, 2484f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 变, 2486f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9765, 变, 2488f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9815, 快, 2490f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 快, 2492f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 白, 2494f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9890, 慢, 2496f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 白, 2498f, SL次数: 0 [14:56]
[1, -599][DEBUG] N: [3-9 290 4-9 4] [慢 115 变 169 白 5 快 5]
总: [慢 264 变 301 白 320 快 365] 预计 16:44 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x3AD4B4CB
[1, -599][DEBUG] 阳光: 9840, 变, 2500f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 变, 2502f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 快, 2504f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 慢, 2506f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9890, 慢, 2508f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9740, 快, 2510f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 白, 2512f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 慢, 2514f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 变, 2516f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 快, 2518f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9865, 慢, 2520f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9915, 慢, 2522f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9840, 变, 2524f, SL次数: 0 [14:56]
[1, -599][DEBUG] 阳光: 9715, 慢, 2526f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9790, 慢, 2528f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 白, 2530f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 变, 2532f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 快, 2534f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9865, 慢, 2536f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9890, 变, 2538f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9740, 变, 2540f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9890, 快, 2542f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9865, 变, 2544f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9915, 快, 2546f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9865, 快, 2548f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 慢, 2550f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 变, 2552f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9765, 白, 2554f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 快, 2556f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9815, 变, 2558f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9740, 变, 2560f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9915, 白, 2562f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9890, 快, 2564f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9890, 慢, 2566f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9865, 白, 2568f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9865, 快, 2570f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9890, 变, 2572f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 慢, 2574f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 白, 2576f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 变, 2578f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 慢, 2580f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9765, 白, 2582f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9865, 快, 2584f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9890, 白, 2586f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9890, 白, 2588f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9840, 快, 2590f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9865, 快, 2592f, SL次数: 0 [14:57]
[1, -599][DEBUG] 阳光: 9890, 白, 2594f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 快, 2596f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 变, 2598f, SL次数: 0 [14:58]
[1, -599][DEBUG] N: [3-9 305 4-9 4] [慢 122 变 177 白 5 快 5]
总: [慢 276 变 315 白 330 快 379] 预计 16:44 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0xF58ACA79
[1, -599][DEBUG] 阳光: 9840, 白, 2600f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9915, 变, 2602f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9915, 快, 2604f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 快, 2606f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9890, 变, 2608f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9715, 快, 2610f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9815, 慢, 2612f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9915, 变, 2614f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 快, 2616f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9815, 快, 2618f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9865, 变, 2620f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 快, 2622f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9890, 白, 2624f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9865, 快, 2626f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9890, 快, 2628f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 白, 2630f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 白, 2632f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9890, 慢, 2634f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 白, 2636f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9890, 快, 2638f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9815, 变, 2640f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9815, 快, 2642f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9865, 白, 2644f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9890, 快, 2646f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 快, 2648f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 慢, 2650f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9915, 快, 2652f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9890, 变, 2654f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 快, 2656f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 慢, 2658f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9840, 白, 2660f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9865, 白, 2662f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9865, 慢, 2664f, SL次数: 0 [14:58]
[1, -599][DEBUG] 阳光: 9740, 变, 2666f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9790, 快, 2668f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9865, 快, 2670f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9840, 变, 2672f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9740, 变, 2674f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9890, 白, 2676f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9865, 慢, 2678f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9915, 白, 2680f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9840, 快, 2682f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9890, 快, 2684f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9865, 快, 2686f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9840, 白, 2688f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9890, 快, 2690f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9840, 快, 2692f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9840, 慢, 2694f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9740, 慢, 2696f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9715, 快, 2698f, SL次数: 0 [14:59]
[1, -599][DEBUG] N: [3-9 314 4-9 4] [慢 126 变 182 白 5 快 5]
总: [慢 284 变 324 白 341 快 401] 预计 16:44 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0xEBDA5313
[1, -599][DEBUG] 阳光: 9840, 快, 2700f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9890, 白, 2702f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9815, 变, 2704f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9765, 白, 2706f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9890, 变, 2708f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9740, 变, 2710f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9790, 变, 2712f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9890, 白, 2714f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9840, 慢, 2716f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9840, 慢, 2718f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9890, 白, 2720f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9890, 白, 2722f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9865, 慢, 2724f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9890, 慢, 2726f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9840, 快, 2728f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9840, 快, 2730f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9865, 变, 2732f, SL次数: 0 [14:59]
[1, -599][DEBUG] 阳光: 9740, 快, 2734f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9815, 快, 2736f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9815, 快, 2738f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9890, 快, 2740f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9865, 白, 2742f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9815, 快, 2744f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9840, 快, 2746f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9840, 变, 2748f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9890, 变, 2750f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9890, 变, 2752f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9890, 变, 2754f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9915, 变, 2756f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9915, 快, 2758f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9840, 快, 2760f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9840, 变, 2762f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9840, 白, 2764f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9865, 快, 2766f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9890, 快, 2768f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9890, 快, 2770f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9815, 变, 2772f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9815, 白, 2774f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9865, 慢, 2776f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9890, 变, 2778f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9890, 慢, 2780f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9915, 白, 2782f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9840, 变, 2784f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9915, 快, 2786f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9840, 快, 2788f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9840, 快, 2790f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9890, 变, 2792f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9865, 快, 2794f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9865, 快, 2796f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9865, 慢, 2798f, SL次数: 0 [15:00]
[1, -599][DEBUG] N: [3-9 322 4-9 4] [慢 128 变 188 白 5 快 5]
总: [慢 291 变 339 白 350 快 420] 预计 16:44 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0xF699BED9
[1, -599][DEBUG] 阳光: 9840, 慢, 2800f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9840, 慢, 2802f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9915, 变, 2804f, SL次数: 0 [15:00]
[1, -599][DEBUG] 阳光: 9740, 变, 2806f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9715, 快, 2808f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 变, 2810f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9865, 白, 2812f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9815, 变, 2814f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9915, 变, 2816f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9865, 快, 2818f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 慢, 2820f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 慢, 2822f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9915, 慢, 2824f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9765, 变, 2826f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9915, 变, 2828f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 快, 2830f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9865, 变, 2832f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9740, 白, 2834f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9890, 快, 2836f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 快, 2838f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9865, 变, 2840f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9890, 快, 2842f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9865, 变, 2844f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9890, 变, 2846f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9740, 快, 2848f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 变, 2850f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9740, 变, 2852f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 慢, 2854f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 白, 2856f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 白, 2858f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9890, 变, 2860f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9765, 变, 2862f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9665, 快, 2864f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9765, 快, 2866f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 慢, 2868f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9865, 变, 2870f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9915, 白, 2872f, SL次数: 0 [15:01]
[1, -599][DEBUG] 阳光: 9840, 变, 2874f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9840, 慢, 2876f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9740, 快, 2878f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9840, 慢, 2880f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9765, 快, 2882f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9890, 变, 2884f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9865, 慢, 2886f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9840, 快, 2888f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9840, 白, 2890f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9840, 变, 2892f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9865, 快, 2894f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9840, 变, 2896f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9915, 快, 2898f, SL次数: 0 [15:02]
[1, -599][DEBUG] N: [3-9 338 4-9 5] [慢 135 变 198 白 5 快 5]
总: [慢 301 变 359 白 356 快 434] 预计 16:44 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x34B774E6
[1, -599][DEBUG] 阳光: 9865, 慢, 2900f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9890, 变, 2902f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9740, 快, 2904f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9890, 快, 2906f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9840, 慢, 2908f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9865, 快, 2910f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9865, 变, 2912f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9740, 快, 2914f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9890, 白, 2916f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9890, 变, 2918f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9740, 快, 2920f, SL次数: 0 [15:02]
[1, -599][DEBUG] 阳光: 9865, 变, 2922f, SL次数: 0 [15:02]
