[1, -599][DEBUG] 出怪种子: 0x2F4A177E
[1, -599][DEBUG] 阳光: 8000, 白, 0f, SL次数: 0 [13:53]
总: [慢 143 变 198 白 197 快 212] 预计 16:17 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x610A8DAE
[1, -599][DEBUG] 阳光: 9865, 快, 1500f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 变, 1502f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9915, 快, 1504f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9865, 快, 1506f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 白, 1508f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 快, 1510f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9865, 白, 1512f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 变, 1514f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 慢, 1516f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9915, 白, 1518f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 快, 1520f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9865, 快, 1522f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9865, 白, 1524f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 变, 1526f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9915, 变, 1528f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9915, 变, 1530f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9815, 变, 1532f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 白, 1534f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 慢, 1536f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9865, 白, 1538f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 快, 1540f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9865, 快, 1542f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9865, 白, 1544f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9865, 快, 1546f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9865, 慢, 1548f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9840, 白, 1550f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 慢, 1552f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9840, 变, 1554f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9815, 变, 1556f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9840, 变, 1558f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9840, 白, 1560f, SL次数: 0 [14:15]
[1, -599][DEBUG] 阳光: 9890, 慢, 1562f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 慢, 1564f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9915, 快, 1566f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 慢, 1568f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 快, 1570f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 白, 1572f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 慢, 1574f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9915, 白, 1576f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 慢, 1578f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 变, 1580f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 快, 1582f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 白, 1584f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 慢, 1586f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 慢, 1588f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 快, 1590f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 快, 1592f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 变, 1594f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9915, 快, 1596f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 白, 1598f, SL次数: 0 [14:16]
[1, -599][DEBUG] N: [3-9 210 4-9 0] [慢 79 变 129 白 1 快 1]
加压a: [慢 1 变 3 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 154 变 209 白 210 快 227] 预计 16:16 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0xAFACC1C7
[1, -599][DEBUG] 阳光: 9890, 快, 1600f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 快, 1602f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 快, 1604f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 快, 1606f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 变, 1608f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 快, 1610f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 快, 1612f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 快, 1614f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 白, 1616f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 快, 1618f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9865, 白, 1620f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 变, 1622f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 慢, 1624f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 慢, 1626f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 白, 1628f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9890, 慢, 1630f, SL次数: 0 [14:16]
[1, -599][DEBUG] 阳光: 9840, 变, 1632f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 慢, 1634f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9915, 慢, 1636f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9915, 快, 1638f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 快, 1640f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 快, 1642f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 变, 1644f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9840, 慢, 1646f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9915, 快, 1648f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 快, 1650f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 变, 1652f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9840, 慢, 1654f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9840, 变, 1656f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 快, 1658f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 变, 1660f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9915, 白, 1662f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 变, 1664f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9815, 变, 1666f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 快, 1668f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 白, 1670f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 快, 1672f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 白, 1674f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 变, 1676f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 慢, 1678f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9840, 快, 1680f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 变, 1682f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9815, 快, 1684f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 白, 1686f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 慢, 1688f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 白, 1690f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 快, 1692f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9865, 快, 1694f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9890, 变, 1696f, SL次数: 0 [14:17]
[1, -599][DEBUG] 阳光: 9815, 白, 1698f, SL次数: 0 [14:17]
[1, -599][DEBUG] N: [3-9 222 4-9 0] [慢 83 变 137 白 1 快 1]
加压a: [慢 1 变 3 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 163 变 221 白 219 快 247] 预计 16:16 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x50D532F8
[1, -599][DEBUG] 阳光: 9865, 快, 1700f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 快, 1702f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 慢, 1704f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 慢, 1706f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 快, 1708f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 白, 1710f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 慢, 1712f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9915, 变, 1714f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 变, 1716f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9840, 白, 1718f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 白, 1720f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 慢, 1722f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9840, 慢, 1724f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9915, 变, 1726f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 变, 1728f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9840, 慢, 1730f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9915, 快, 1732f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 变, 1734f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 快, 1736f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 白, 1738f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 白, 1740f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 变, 1742f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9840, 快, 1744f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 快, 1746f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 慢, 1748f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9915, 快, 1750f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 变, 1752f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9915, 慢, 1754f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 快, 1756f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 白, 1758f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9865, 慢, 1760f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9915, 白, 1762f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 变, 1764f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9840, 白, 1766f, SL次数: 0 [14:18]
[1, -599][DEBUG] 阳光: 9890, 慢, 1768f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 白, 1770f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 变, 1772f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 快, 1774f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 变, 1776f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 白, 1778f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 快, 1780f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 慢, 1782f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 白, 1784f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 快, 1786f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 白, 1788f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 快, 1790f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 白, 1792f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 快, 1794f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 变, 1796f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 白, 1798f, SL次数: 0 [14:19]
[1, -599][DEBUG] N: [3-9 234 4-9 0] [慢 88 变 144 白 1 快 1]
加压a: [慢 1 变 3 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 174 变 232 白 233 快 261] 预计 16:17 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x4C815EC7
[1, -599][DEBUG] 阳光: 9890, 快, 1800f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 变, 1802f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9840, 快, 1804f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 白, 1806f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 变, 1808f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9815, 白, 1810f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 白, 1812f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 快, 1814f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 慢, 1816f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9840, 变, 1818f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9840, 变, 1820f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9915, 慢, 1822f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 白, 1824f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 快, 1826f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 慢, 1828f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9865, 慢, 1830f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9915, 慢, 1832f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9840, 慢, 1834f, SL次数: 0 [14:19]
[1, -599][DEBUG] 阳光: 9890, 快, 1836f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 快, 1838f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 慢, 1840f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 慢, 1842f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 变, 1844f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9840, 变, 1846f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9815, 快, 1848f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 白, 1850f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 变, 1852f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9915, 快, 1854f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 白, 1856f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 慢, 1858f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9840, 快, 1860f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 白, 1862f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 变, 1864f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9840, 白, 1866f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 白, 1868f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 白, 1870f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 变, 1872f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 变, 1874f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9840, 白, 1876f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 慢, 1878f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 白, 1880f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 变, 1882f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 白, 1884f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 快, 1886f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 白, 1888f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 变, 1890f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 快, 1892f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 白, 1894f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 白, 1896f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9890, 快, 1898f, SL次数: 0 [14:20]
[1, -599][DEBUG] N: [3-9 247 4-9 0] [慢 94 变 151 白 1 快 1]
加压a: [慢 2 变 3 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 184 变 244 白 249 快 273] 预计 16:17 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x16B37995
[1, -599][DEBUG] 阳光: 9890, 快, 1900f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 慢, 1902f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9915, 快, 1904f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9865, 变, 1906f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9915, 变, 1908f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9915, 快, 1910f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 慢, 1912f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 变, 1914f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9915, 快, 1916f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 白, 1918f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 慢, 1920f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 变, 1922f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9840, 快, 1924f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 变, 1926f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9915, 慢, 1928f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 快, 1930f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 快, 1932f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 白, 1934f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 快, 1936f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 快, 1938f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 快, 1940f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 变, 1942f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9915, 白, 1944f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 慢, 1946f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9915, 变, 1948f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 快, 1950f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 慢, 1952f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9915, 慢, 1954f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9915, 快, 1956f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 白, 1958f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 白, 1960f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 快, 1962f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 慢, 1964f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 白, 1966f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 白, 1968f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 白, 1970f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9890, 快, 1972f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9865, 变, 1974f, SL次数: 0 [14:21]
[1, -599][DEBUG] 阳光: 9915, 变, 1976f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 快, 1978f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 慢, 1980f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9915, 变, 1982f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 白, 1984f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 白, 1986f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 慢, 1988f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9815, 快, 1990f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 变, 1992f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 慢, 1994f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9915, 快, 1996f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 快, 1998f, SL次数: 0 [14:22]
[1, -599][DEBUG] N: [3-9 254 4-9 0] [慢 97 变 155 白 1 快 1]
加压a: [慢 2 变 3 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 195 变 255 白 259 快 291] 预计 16:17 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x557E7ABE
[1, -599][DEBUG] 阳光: 9865, 白, 2000f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 快, 2002f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 白, 2004f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 白, 2006f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 快, 2008f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 快, 2010f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 白, 2012f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 白, 2014f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 慢, 2016f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9915, 变, 2018f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 快, 2020f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 变, 2022f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 白, 2024f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 快, 2026f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 变, 2028f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9815, 快, 2030f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 变, 2032f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9815, 快, 2034f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 变, 2036f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 快, 2038f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 快, 2040f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 白, 2042f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 变, 2044f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9915, 白, 2046f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 慢, 2048f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 快, 2050f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 快, 2052f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 白, 2054f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 变, 2056f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9815, 白, 2058f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 变, 2060f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 快, 2062f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 白, 2064f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 变, 2066f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 慢, 2068f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 变, 2070f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9915, 变, 2072f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 慢, 2074f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9915, 快, 2076f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 变, 2078f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 白, 2080f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 快, 2082f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 变, 2084f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9915, 慢, 2086f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 快, 2088f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 变, 2090f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 慢, 2092f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 变, 2094f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9915, 白, 2096f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 快, 2098f, SL次数: 0 [14:23]
